RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,PrevDelq,RiskEst,TradesDelq,RevBalance/CreditLimit
Good,84.0,165.0,1.0,84.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,20.0,1.0,50.0,0-4 months,1.0,12.0,4.0,1.0,0.0,71.0,No,Low Risk,No,Low
Good,73.0,68.0,25.5,65.0,2.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,2.0,0.0,0.0,0-4 months,1.0,57.0,1.0,2.0,1.0,50.0,No,Low Risk,No,High
Good,74.0,189.0,3.0,67.0,41.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,53.0,5.0,31.0,No inquiries,3.0,31.0,6.0,5.0,1.0,72.0,No,Low Risk,No,High
Good,88.0,233.0,2.0,89.0,11.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,12.0,1.0,25.0,No inquiries,0.0,10.0,2.0,1.0,0.0,57.0,No,Low Risk,No,Low
Bad,64.0,50.0,7.0,26.0,14.0,2.0,2.0,100.0,No delinquencies,unknown delinquency,current and never delinquent,15.0,3.0,43.0,5-9 months,0.0,64.0,3.0,3.0,1.0,55.0,No,High Risk,No,High
Good,76.0,204.0,6.0,79.0,15.0,0.0,0.0,87.0,0-9 months,30 days delinquent,30 days delinquent,15.0,2.0,40.0,15-19 months,0.0,0.0,3.0,3.0,0.0,60.0,Yes,Low Risk,Yes,Low
Bad,72.0,173.0,2.0,59.0,48.0,2.5,2.6,99.0,0-9 months,derogatory comment,derogatory comment,53.0,7.5,25.0,0-4 months,5.0,22.0,7.0,4.0,2.5,62.0,Yes,Low Risk,Yes,High
Bad,75.0,241.0,5.0,68.0,37.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,37.0,1.0,43.0,0-4 months,0.0,25.0,3.0,3.0,2.0,43.0,No,Low Risk,No,High
Good,68.0,137.0,4.0,85.0,24.0,0.0,0.0,88.0,10-19 months,30 days delinquent,30 days delinquent,24.0,2.0,38.0,0-4 months,1.0,15.0,7.0,3.0,0.0,85.0,Yes,High Risk,Yes,Low
Good,68.0,184.0,6.0,76.0,42.0,0.0,0.0,98.0,40-49 months,unknown delinquency,30 days delinquent,42.0,1.0,26.0,5-9 months,2.0,84.0,5.0,2.0,2.0,70.0,Yes,High Risk,Yes,High
Good,79.0,256.0,11.0,79.0,42.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,44.0,1.0,23.0,10-14 months,0.0,17.0,8.0,3.0,1.0,52.0,No,Low Risk,No,Low
Good,88.0,454.0,16.0,121.0,24.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,0.0,0.0,17.0,No inquiries,0.0,0.0,1.0,2.0,0.0,30.0,No,Low Risk,No,Low
Good,75.0,325.0,7.0,101.0,23.0,1.0,1.0,96.0,60-69 months,unknown delinquency,30 days delinquent,24.0,1.0,63.0,5-9 months,0.0,47.0,4.0,4.0,0.0,89.0,Yes,Low Risk,Yes,High
Good,76.0,128.0,3.0,47.0,32.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,32.0,3.0,22.0,0-4 months,3.0,16.0,7.0,2.0,1.0,64.0,No,Low Risk,No,Low
Bad,71.0,106.0,8.0,56.0,30.0,0.0,0.0,93.0,0-9 months,30 days delinquent,30 days delinquent,30.0,2.0,30.0,0-4 months,1.0,11.0,4.0,1.0,0.0,45.0,Yes,Low Risk,Yes,Low
Good,74.0,191.0,4.0,66.0,37.0,0.0,0.0,97.0,10-19 months,unknown delinquency,30 days delinquent,26.0,1.0,57.0,No inquiries,0.0,33.0,4.0,6.0,0.0,63.0,Yes,Low Risk,Yes,High
Bad,66.0,174.0,6.0,72.0,29.0,2.5,2.0,87.0,10-19 months,unknown delinquency,90 days delinquent,32.0,2.0,19.0,0-4 months,1.0,37.0,9.0,2.0,2.5,65.0,Yes,High Risk,Yes,High
Good,66.0,167.0,11.0,63.0,42.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,42.0,1.0,55.0,No inquiries,0.0,67.0,6.0,3.0,2.0,82.0,No,High Risk,No,High
Good,72.0,180.0,9.0,71.0,29.0,0.0,0.0,97.0,30-39 months,unknown delinquency,30 days delinquent,32.0,2.0,59.0,10-14 months,1.0,35.0,5.0,3.0,0.0,67.0,Yes,Low Risk,Yes,High
Good,88.0,19.0,24.0,155.0,17.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,5.0,0.0,18.0,no “hard” inquiries,1.0,17.0,4.0,1.0,0.0,45.0,No,Low Risk,No,Low
Bad,83.0,254.0,9.0,96.0,27.0,1.0,1.0,96.0,70-79 months,unknown delinquency,90 days delinquent,28.0,1.0,18.0,0-4 months,1.0,10.0,6.0,2.0,0.0,60.0,Yes,Low Risk,Yes,Low
Bad,66.0,190.0,2.0,73.0,25.0,2.5,2.6,88.0,60-69 months,unknown delinquency,derogatory comment,35.0,3.0,59.0,0-4 months,2.0,94.0,4.0,4.0,1.0,100.0,Yes,High Risk,Yes,High
Good,80.0,173.0,15.0,82.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,40.0,0.0,47.0,no “hard” inquiries,0.0,32.0,3.0,4.0,0.0,88.0,No,Low Risk,No,High
Good,67.0,152.0,3.0,37.0,23.0,1.0,1.0,96.0,60-69 months,unknown delinquency,derogatory comment,24.0,3.0,25.0,No inquiries,1.0,40.0,9.5,3.0,1.0,78.0,Yes,High Risk,Yes,High
Bad,60.0,65.0,8.0,28.0,22.0,1.0,1.0,95.0,10-19 months,unknown delinquency,30 days delinquent,27.0,4.0,14.0,10-14 months,0.0,27.0,7.0,3.0,1.0,50.0,Yes,High Risk,Yes,High
Bad,63.0,95.0,3.0,46.0,15.0,1.0,1.0,93.0,10-19 months,unknown delinquency,30 days delinquent,15.0,1.0,27.0,No inquiries,1.0,68.0,6.0,2.0,2.5,80.0,Yes,High Risk,Yes,High
Good,89.0,143.0,11.0,103.0,27.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,13.0,1.0,11.0,No inquiries,0.0,0.0,1.0,1.0,0.0,14.0,No,Low Risk,No,Low
Good,65.0,186.0,3.0,40.0,15.0,1.0,1.0,100.0,No delinquencies,unknown delinquency,current and never delinquent,15.0,4.0,20.0,0-4 months,4.0,39.0,7.0,1.0,0.0,67.0,No,High Risk,No,High
Bad,82.0,221.0,10.0,77.0,40.0,0.0,0.0,98.0,20-29 months,unknown delinquency,30 days delinquent,40.0,1.0,15.0,No inquiries,0.0,4.0,2.0,2.0,0.0,15.0,Yes,Low Risk,Yes,Low
Bad,72.0,156.0,8.0,61.0,21.0,0.0,0.0,95.0,No Usable/Valid,unknown delinquency,30 days delinquent,21.0,2.0,52.0,No inquiries,1.0,67.0,7.0,2.0,2.0,100.0,Yes,Low Risk,Yes,High
Bad,59.0,153.0,18.0,89.0,31.0,2.0,0.0,79.0,0-9 months,30 days delinquent,60 days delinquent,38.0,0.0,24.0,No inquiries,0.0,61.0,9.0,2.0,2.0,79.0,Yes,High Risk,Yes,High
Good,82.0,429.0,10.0,115.0,30.0,0.0,0.0,97.0,10-19 months,unknown delinquency,30 days delinquent,30.0,1.0,13.0,10-14 months,0.0,10.0,9.5,2.0,0.0,65.0,Yes,Low Risk,Yes,Low
Bad,61.0,105.0,8.0,53.0,44.0,1.0,0.0,89.0,0-9 months,30 days delinquent,60 days delinquent,45.0,3.0,36.0,0-4 months,5.0,39.0,5.0,4.0,1.0,64.0,Yes,High Risk,Yes,High
Good,75.0,28.0,2.0,16.0,3.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,4.0,2.0,25.0,0-4 months,1.0,36.0,3.0,1.0,0.0,100.0,No,Low Risk,No,High
Bad,67.0,132.0,7.0,38.0,11.0,1.0,1.0,100.0,No delinquencies,derogatory comment,current and never delinquent,12.0,4.0,36.0,0-4 months,3.0,35.0,3.0,3.0,0.0,75.0,No,High Risk,No,High
Bad,73.0,139.0,6.0,43.0,14.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,14.0,3.0,36.0,0-4 months,2.0,8.0,3.0,2.0,1.0,71.0,No,Low Risk,No,Low
Good,70.0,137.0,25.5,89.0,8.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,9.0,0.0,22.0,0-4 months,0.0,100.0,3.0,2.0,2.0,100.0,No,High Risk,No,High
Good,79.0,284.0,4.0,96.0,48.0,0.0,0.0,98.0,20-29 months,unknown delinquency,30 days delinquent,53.0,3.0,42.0,0-4 months,2.0,10.0,3.0,1.0,0.0,40.0,Yes,Low Risk,Yes,Low
Bad,63.0,95.0,3.0,37.0,19.0,2.0,2.0,100.0,No delinquencies,unknown delinquency,current and never delinquent,19.0,4.0,37.0,No inquiries,2.0,43.0,5.0,4.0,1.0,69.0,No,High Risk,No,High
Bad,89.0,323.0,9.0,117.0,9.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,9.0,1.0,11.0,0-4 months,5.0,0.0,0.0,2.0,1.0,0.5,No,Low Risk,No,Low
Bad,75.0,89.0,12.0,48.0,10.0,0.0,0.0,90.0,20-29 months,unknown delinquency,30 days delinquent,10.0,0.0,50.0,0-4 months,0.0,0.0,0.0,1.0,1.0,50.0,Yes,Low Risk,Yes,Low
Bad,63.0,192.0,2.0,145.0,12.0,2.0,1.0,88.0,0-9 months,90 days delinquent,90 days delinquent,25.0,1.0,44.0,No inquiries,0.0,56.0,5.0,3.0,1.0,89.0,Yes,High Risk,Yes,High
Bad,62.0,212.0,25.5,103.0,11.0,1.0,1.0,77.0,0-9 months,derogatory comment,derogatory comment,13.0,0.0,23.0,no “hard” inquiries,0.0,49.0,5.0,1.0,2.0,89.0,Yes,High Risk,Yes,High
Good,80.0,172.0,1.0,92.0,21.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,22.0,2.0,27.0,0-4 months,1.0,37.0,4.0,1.0,1.0,83.0,No,Low Risk,No,High
Good,76.0,177.0,25.5,80.0,13.0,0.0,0.0,85.0,20-29 months,unknown delinquency,30 days delinquent,13.0,0.0,54.0,0-4 months,1.0,42.0,2.0,1.0,0.0,60.0,Yes,Low Risk,Yes,High
Bad,70.0,201.0,2.0,114.0,9.0,2.5,2.6,75.0,30-39 months,unknown delinquency,derogatory comment,13.0,2.0,31.0,5-9 months,0.0,2.0,1.0,1.0,0.0,50.0,Yes,High Risk,Yes,Low
Bad,64.0,180.0,1.0,32.0,6.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,4.0,5.0,50.0,0-4 months,2.0,90.0,3.0,1.0,1.0,100.0,No,High Risk,No,High
Good,68.0,103.0,17.0,49.0,19.0,1.0,1.0,90.0,0-9 months,unknown delinquency,derogatory comment,20.0,0.0,35.0,5-9 months,0.0,13.0,1.0,2.0,0.0,50.0,Yes,High Risk,Yes,Low
Good,77.0,298.0,10.0,121.0,23.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,24.0,2.0,25.0,0-4 months,3.0,48.0,5.0,1.0,1.0,67.0,No,Low Risk,No,High
Bad,66.0,310.0,3.0,67.0,48.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,53.0,7.5,23.0,0-4 months,5.0,42.0,9.5,6.0,2.5,73.0,No,High Risk,No,High
Good,67.0,106.0,7.0,63.0,24.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,24.0,1.0,63.0,5-9 months,0.0,51.0,6.0,6.0,0.0,87.0,No,High Risk,No,High
Good,69.0,114.0,5.0,66.0,11.0,1.0,1.0,92.0,10-19 months,unknown delinquency,120+ days delinquent,6.0,4.0,42.0,No inquiries,2.0,44.0,3.0,2.0,1.0,71.0,Yes,High Risk,Yes,High
Good,74.0,148.0,16.0,83.0,22.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,23.0,0.0,57.0,0-4 months,4.0,66.0,2.0,6.0,0.0,92.0,No,Low Risk,No,High
Bad,59.0,134.0,6.0,48.0,11.0,1.0,1.0,72.5,0-9 months,30 days delinquent,90 days delinquent,26.0,2.0,40.0,15-19 months,0.0,49.0,4.0,3.0,0.0,70.0,Yes,High Risk,Yes,High
Bad,74.0,247.0,9.0,107.0,46.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,47.0,2.0,38.0,0-4 months,1.0,38.0,9.5,1.0,2.0,87.0,No,Low Risk,No,High
Bad,69.0,75.0,8.0,32.0,18.0,0.0,0.0,100.0,No delinquencies,unknown delinquency,current and never delinquent,18.0,3.0,44.0,0-4 months,0.0,50.0,6.0,4.0,2.0,91.0,No,High Risk,No,High
Bad,72.0,194.0,17.0,98.0,18.0,1.0,1.0,94.0,50-59 months,unknown delinquency,30 days delinquent,19.0,0.0,28.0,0-4 months,0.0,43.0,3.0,1.0,1.0,57.0,Yes,Low Risk,Yes,High
Bad,76.0,293.0,4.0,74.0,33.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,34.0,1.0,38.0,0-4 months,2.0,37.0,9.5,1.0,0.0,88.0,No,Low Risk,No,High
Good,79.0,144.0,13.0,55.0,22.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,22.0,0.0,41.0,0-4 months,0.0,42.0,2.0,4.0,0.0,60.0,No,Low Risk,No,High
Good,84.0,238.0,4.0,121.0,15.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,15.0,1.0,13.0,0-4 months,2.0,26.0,4.0,1.0,0.0,56.0,No,Low Risk,No,High
Bad,59.0,28.0,5.0,15.0,11.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,11.0,3.0,64.0,0-4 months,0.0,106.0,2.0,3.0,1.0,100.0,No,High Risk,No,High
Good,88.0,159.0,11.0,133.0,15.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,18.0,1.0,50.0,5-9 months,0.0,0.0,1.0,1.0,0.0,40.0,No,Low Risk,No,Low
Bad,67.0,217.0,12.0,82.0,27.0,2.5,2.6,72.5,30-39 months,unknown delinquency,120+ days delinquent,32.0,0.0,41.0,0-4 months,4.0,5.0,1.0,4.0,1.0,45.0,Yes,High Risk,Yes,Low
Bad,74.0,182.0,20.0,77.0,14.0,0.0,0.0,86.0,0-9 months,30 days delinquent,30 days delinquent,14.0,0.0,14.0,0-4 months,0.0,6.0,1.0,1.0,0.0,29.0,Yes,Low Risk,Yes,Low
Good,79.0,143.0,17.0,86.0,15.0,1.0,0.0,95.0,80+ months,unknown delinquency,60 days delinquent,19.0,0.0,79.0,no “hard” inquiries,1.0,19.0,3.0,4.0,0.0,88.0,Yes,Low Risk,Yes,Low
Good,81.0,17.0,12.0,39.0,12.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,2.0,0.0,15.0,10-14 months,0.0,4.0,4.0,2.0,0.0,67.0,No,Low Risk,No,Low
Good,86.0,168.0,15.0,85.0,33.0,0.0,0.0,97.0,50-59 months,unknown delinquency,30 days delinquent,34.0,0.0,38.0,No inquiries,0.0,3.0,3.0,2.0,0.0,56.0,Yes,Low Risk,Yes,Low
Bad,69.0,161.0,8.0,96.0,41.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,46.0,1.0,18.0,0-4 months,2.0,26.0,8.0,3.0,2.5,48.0,No,High Risk,No,High
Good,73.0,259.0,6.0,120.0,26.0,0.0,0.0,93.0,40-49 months,unknown delinquency,30 days delinquent,27.0,3.0,22.0,5-9 months,0.0,49.0,4.0,2.0,2.0,67.0,Yes,Low Risk,Yes,High
Bad,67.0,136.0,25.5,85.0,14.0,0.0,0.0,86.0,No Usable/Valid,unknown delinquency,30 days delinquent,14.0,0.0,43.0,0-4 months,1.0,97.0,4.0,1.0,2.5,100.0,Yes,High Risk,Yes,High
Good,90.0,320.0,8.0,85.0,8.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,8.0,1.0,25.0,10-14 months,0.0,2.0,2.0,2.0,1.0,67.0,No,Low Risk,No,Low
Bad,69.0,234.0,22.0,79.0,19.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,46.0,0.0,37.0,No inquiries,0.0,73.0,8.0,2.0,2.5,83.0,No,High Risk,No,High
Good,88.0,191.0,12.0,114.0,22.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,22.0,0.0,0.0,0-4 months,0.0,10.0,2.0,2.0,0.0,14.0,No,Low Risk,No,Low
Bad,84.0,138.0,5.0,74.0,24.0,0.0,0.0,96.0,30-39 months,unknown delinquency,30 days delinquent,28.0,1.0,57.0,0-4 months,1.0,5.0,3.0,1.0,0.0,57.0,Yes,Low Risk,Yes,Low
Good,92.0,424.0,7.0,125.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,19.0,1.0,22.0,0-4 months,1.0,1.0,2.0,2.0,0.0,40.0,No,Low Risk,No,Low
Bad,57.0,346.0,25.0,68.0,13.0,1.0,1.0,73.0,0-9 months,30 days delinquent,30 days delinquent,26.0,0.0,53.0,5-9 months,0.0,0.0,2.0,4.0,0.0,67.0,Yes,High Risk,Yes,Low
Good,77.0,133.0,1.0,64.0,22.0,0.0,0.0,91.0,20-29 months,unknown delinquency,30 days delinquent,23.0,1.0,61.0,0-4 months,1.0,33.0,1.0,4.0,0.0,71.0,Yes,Low Risk,Yes,High
Good,93.0,454.0,24.0,111.0,20.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,0.0,0.0,10.0,5-9 months,0.0,1.0,2.0,2.0,0.0,40.0,No,Low Risk,No,Low
Good,64.0,282.0,17.0,81.0,32.0,1.0,0.0,76.0,0-9 months,60 days delinquent,60 days delinquent,33.0,0.0,33.0,20+ months,0.0,17.0,9.0,4.0,0.0,65.0,Yes,High Risk,Yes,Low
Good,72.0,391.0,14.0,95.0,15.0,0.0,0.0,87.0,10-19 months,unknown delinquency,30 days delinquent,15.0,0.0,27.0,no “hard” inquiries,0.0,30.0,8.0,2.0,1.0,91.0,Yes,Low Risk,Yes,High
Good,68.0,32.0,10.0,17.0,4.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,4.0,1.0,50.0,0-4 months,4.0,13.0,1.0,2.0,1.0,75.0,No,High Risk,No,Low
Bad,87.0,301.0,7.0,92.0,19.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,19.0,1.0,21.0,0-4 months,1.0,8.0,2.0,1.0,0.0,33.0,No,Low Risk,No,Low
Good,84.0,249.0,2.0,80.0,23.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,26.0,2.0,24.0,0-4 months,2.0,7.0,2.0,2.0,1.0,27.0,No,Low Risk,No,Low
Good,72.0,280.0,22.0,128.0,17.0,1.0,1.0,94.0,No Usable/Valid,unknown delinquency,30 days delinquent,18.0,0.0,56.0,0-4 months,0.0,24.0,2.0,2.0,0.0,57.0,Yes,Low Risk,Yes,High
Bad,61.0,232.0,3.0,116.0,37.0,1.0,1.0,88.0,0-9 months,30 days delinquent,90 days delinquent,41.0,1.0,20.0,0-4 months,5.0,57.0,9.5,2.0,2.5,79.0,Yes,High Risk,Yes,High
Bad,75.0,207.0,4.0,46.0,17.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,17.0,4.0,24.0,0-4 months,4.0,62.0,6.0,2.0,0.0,67.0,No,Low Risk,No,High
Bad,56.0,215.0,1.0,103.0,21.0,1.0,1.0,88.0,0-9 months,derogatory comment,30 days delinquent,24.0,4.0,38.0,No inquiries,1.0,44.0,6.0,1.0,2.5,78.0,Yes,High Risk,Yes,High
Bad,60.0,89.0,3.0,40.0,27.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,27.0,5.0,37.0,No inquiries,1.0,89.0,9.5,2.0,2.5,81.0,No,High Risk,No,High
Good,81.0,255.0,1.0,75.0,28.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,30.0,2.0,27.0,0-4 months,1.0,17.0,5.0,2.0,0.0,44.0,No,Low Risk,No,Low
Bad,73.0,247.0,2.0,89.0,8.0,1.0,0.0,88.0,40-49 months,unknown delinquency,60 days delinquent,16.0,4.0,44.0,0-4 months,1.0,98.0,1.0,2.0,1.0,100.0,Yes,Low Risk,Yes,High
Bad,67.0,314.0,0.0,108.0,10.0,1.0,0.0,92.0,0-9 months,60 days delinquent,60 days delinquent,12.0,2.0,17.0,0-4 months,1.0,60.0,5.0,1.0,2.0,75.0,Yes,High Risk,Yes,High
Good,89.0,357.0,1.0,125.0,15.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,18.0,2.0,39.0,no “hard” inquiries,1.0,6.0,4.0,2.0,0.0,55.0,No,Low Risk,No,Low
Bad,62.0,117.0,4.0,52.0,15.0,0.0,0.0,93.0,No Usable/Valid,unknown delinquency,30 days delinquent,15.0,2.0,53.0,0-4 months,2.0,85.0,6.0,2.0,2.0,100.0,Yes,High Risk,Yes,High
Bad,64.0,79.0,4.0,41.0,16.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,17.0,4.0,24.0,5-9 months,0.0,79.0,6.0,3.0,2.5,91.0,No,High Risk,No,High
Bad,78.0,152.0,9.0,56.0,14.0,0.0,0.0,87.0,No Usable/Valid,unknown delinquency,30 days delinquent,15.0,1.0,40.0,0-4 months,0.0,3.0,2.0,5.0,0.0,64.0,Yes,Low Risk,Yes,Low
Bad,57.0,331.0,3.0,115.0,8.0,2.5,2.6,72.5,0-9 months,120+ days delinquent,derogatory comment,16.0,1.0,19.0,0-4 months,1.0,24.0,2.0,2.0,0.0,44.0,Yes,High Risk,Yes,High
Bad,75.0,194.0,2.0,78.0,12.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,13.0,2.0,62.0,No inquiries,1.0,97.0,4.0,3.0,2.5,100.0,No,Low Risk,No,High
Bad,71.0,206.0,2.0,95.0,19.0,0.0,0.0,90.0,0-9 months,30 days delinquent,30 days delinquent,21.0,2.0,38.0,No inquiries,0.0,42.0,4.0,2.0,1.0,75.0,Yes,Low Risk,Yes,High
Bad,80.0,115.0,2.0,36.0,6.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,13.0,4.0,14.0,0-4 months,5.0,4.0,3.0,1.0,0.0,67.0,No,Low Risk,No,Low
Good,77.0,175.0,8.0,54.0,13.0,1.0,1.0,100.0,No delinquencies,unknown delinquency,current and never delinquent,13.0,1.0,15.0,0-4 months,1.0,6.0,2.0,1.0,0.0,75.0,No,Low Risk,No,Low
Bad,63.0,232.0,11.0,78.0,34.0,0.0,0.0,97.0,10-19 months,30 days delinquent,30 days delinquent,36.0,2.0,14.0,20+ months,0.0,75.0,9.0,2.0,2.5,65.0,Yes,High Risk,Yes,High
Good,75.0,164.0,7.0,65.0,32.0,2.0,0.0,88.0,60-69 months,unknown delinquency,60 days delinquent,34.0,3.0,21.0,0-4 months,1.0,7.0,4.0,1.0,0.0,63.0,Yes,Low Risk,Yes,Low
Good,60.0,51.0,9.0,26.0,13.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,13.0,1.0,15.0,0-4 months,3.0,66.0,7.0,2.0,1.0,91.0,No,High Risk,No,High
Good,61.0,282.0,2.0,86.0,40.0,1.0,1.0,95.0,0-9 months,derogatory comment,derogatory comment,42.0,4.0,14.0,0-4 months,3.0,40.0,8.0,2.0,2.0,55.0,Yes,High Risk,Yes,High
Bad,57.0,246.0,4.0,72.0,34.0,2.0,1.0,88.0,0-9 months,120+ days delinquent,120+ days delinquent,40.0,4.0,73.0,0-4 months,3.0,12.0,3.0,6.0,0.0,89.0,Yes,High Risk,Yes,Low
Good,85.0,446.0,11.0,155.0,8.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,9.0,1.0,67.0,0-4 months,0.0,12.0,1.0,2.0,1.0,75.0,No,Low Risk,No,Low
Bad,64.0,139.0,22.0,109.0,3.0,2.0,1.0,80.0,0-9 months,60 days delinquent,60 days delinquent,5.0,0.0,60.0,0-4 months,2.0,28.0,4.0,1.0,1.0,100.0,Yes,High Risk,Yes,High
Good,72.0,334.0,2.0,69.0,19.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,53.0,4.0,15.0,0-4 months,2.0,51.0,3.0,2.0,1.0,50.0,No,Low Risk,No,High
Good,70.0,454.0,18.0,108.0,19.0,1.0,1.0,89.0,70-79 months,unknown delinquency,30 days delinquent,19.0,0.0,26.0,15-19 months,0.0,43.0,5.0,1.0,1.0,75.0,Yes,High Risk,Yes,High
Bad,78.0,246.0,17.0,109.0,15.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,15.0,0.0,40.0,0-4 months,0.0,71.0,2.0,1.0,2.0,43.0,No,Low Risk,No,High
Good,82.0,289.0,7.0,71.0,20.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,14.0,3.0,45.0,5-9 months,0.0,19.0,3.0,1.0,0.0,57.0,No,Low Risk,No,Low
Bad,84.0,213.0,13.0,114.0,27.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,30.0,0.0,7.0,0-4 months,0.0,26.0,4.0,2.0,0.0,75.0,No,Low Risk,No,High
Good,80.0,233.0,3.0,106.0,28.0,0.0,0.0,97.0,0-9 months,30 days delinquent,30 days delinquent,30.0,4.0,37.0,0-4 months,3.0,4.0,4.0,2.0,0.0,86.0,Yes,Low Risk,Yes,Low
Bad,70.0,243.0,7.0,80.0,48.0,0.0,0.0,98.0,No Usable/Valid,unknown delinquency,30 days delinquent,53.0,2.0,43.0,0-4 months,2.0,48.0,9.5,4.0,2.5,74.0,Yes,High Risk,Yes,High
Bad,67.0,454.0,4.0,15.0,12.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,13.0,6.0,23.0,No inquiries,4.0,28.0,7.0,2.0,1.0,90.0,No,High Risk,No,High
Bad,60.0,207.0,12.0,94.0,20.0,1.0,1.0,81.0,0-9 months,30 days delinquent,90 days delinquent,21.0,0.0,10.0,0-4 months,1.0,89.0,9.0,1.0,2.5,100.0,Yes,High Risk,Yes,High
Bad,56.0,300.0,13.0,86.0,29.0,1.0,0.0,78.0,0-9 months,30 days delinquent,60 days delinquent,32.0,0.0,56.0,0-4 months,0.0,42.0,5.0,5.0,2.5,71.0,Yes,High Risk,Yes,High
Bad,65.0,122.0,6.0,53.0,28.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,35.0,6.0,24.0,0-4 months,5.0,72.0,5.0,1.0,2.5,67.0,No,High Risk,No,High
Good,60.0,186.0,3.0,71.0,19.0,1.0,0.0,72.5,10-19 months,30 days delinquent,60 days delinquent,24.0,1.0,48.0,15-19 months,0.0,53.0,4.0,4.0,1.0,89.0,Yes,High Risk,Yes,High
